"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue","fouls","fouled","offsides","crosses","tackles_won","own_goals","pens_won","pens_conceded"
"Nathan Baxter","12","eng ENG","GK","27-023","90","0","0","0","0","0","0","0","0","34","0","0","0","0.0","0.0","0.0","0","0","16","32","50.0","0","20","0","0","0","/en/players/5cfbc814/Nathan-Baxter","Watford","30","34","0","0","0","34","","0","","140","96","0","0","0","0","11","0","Championship","2025-2026","Monday December 1, 2025, 20:00 (venue time)","Birmingham City","Watford","https://fbref.com/en/matches/d2e0f846/Birmingham-City-Watford-December-1-2025-Championship","18","St Andrew's @ Knighthead Park",NA,NA,NA,NA,NA,NA,NA,NA
"Andri Guðjohnsen","11","is ISL","FW","23-307","77","1","0","0","0","3","2","0","0","27","0","0","0","0.8","0.8","0.0","1","0","14","21","66.7","2","17","1","1","0","/en/players/25e60861/Andri-Gudjohnsen","Blackburn Rovers","1","2","10","15","5","27","0.0","1","100.0","95","39","2","0","0","0","19","4","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Makhtar Gueye","9","sn SEN","FW","27-363","13","0","0","0","0","0","0","0","0","9","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","2","1","4","1","/en/players/92b1763b/Makhtar-Gueye","Blackburn Rovers","0","1","5","3","0","9","25.0","3","75.0","29","23","0","0","1","0","4","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Yuki Ohashi","23","jp JPN","FW","29-128","90","0","0","0","0","0","0","0","0","20","1","0","1","0.0","0.0","0.0","3","0","8","10","80.0","2","13","0","2","0","/en/players/5fa86767/Yuki-Ohashi","Blackburn Rovers","0","2","7","11","1","20","0.0","1","50.0","59","15","1","0","3","1","13","5","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ryoya Morishita","25","jp JPN","AM","28-235","70","0","0","0","0","3","0","0","0","33","0","0","1","0.2","0.2","0.1","4","0","17","20","85.0","4","17","1","4","1","/en/players/1bb1dc1b/Ryoya-Morishita","Blackburn Rovers","0","1","15","17","2","33","25.0","3","75.0","99","60","0","0","3","0","15","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Moussa Baradji","24","fr FRA","AM","25-012","20","0","0","0","0","0","0","0","0","7","1","0","0","0.0","0.0","0.0","0","0","3","4","75.0","0","3","0","0","0","/en/players/db82a512/Moussa-Baradji","Blackburn Rovers","1","3","3","1","0","7","","0","","8","2","0","0","0","0","2","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Gardner-Hickman","5","eng ENG","CM","23-337","70","0","0","0","0","3","0","1","0","46","2","1","4","0.2","0.2","0.0","1","0","19","29","65.5","0","23","1","2","1","/en/players/f05ee68d/Taylor-Gardner-Hickman","Blackburn Rovers","1","7","24","16","0","46","50.0","1","50.0","121","58","0","0","3","0","20","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Todd Cantwell","10","eng ENG","CM","27-278","20","0","0","0","0","0","0","0","0","17","0","0","1","0.0","0.0","0.0","1","0","14","16","87.5","1","11","0","0","0","/en/players/f63d8a4b/Todd-Cantwell","Blackburn Rovers","1","5","8","6","0","17","","0","","42","22","0","0","0","0","11","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Adam Forshaw","28","eng ENG","CM","34-055","56","0","0","0","0","0","0","0","0","34","3","0","2","0.0","0.0","0.0","1","0","26","30","86.7","1","23","0","0","0","/en/players/9f1938ab/Adam-Forshaw","Blackburn Rovers","3","8","20","6","0","34","","0","","89","27","1","0","0","0","20","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Sidnei Tavares","8","","CM","24-064","34","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.0","0","0","8","8","100.0","0","7","0","0","0","/en/players/3add8ed8/Sidnei-Tavares","Blackburn Rovers","1","5","6","0","0","11","","0","","28","9","0","0","0","0","6","1","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Hedges","19","wls WAL","WB","30-147","77","0","0","0","0","1","0","0","0","48","2","1","4","0.0","0.0","0.1","4","0","19","32","59.4","3","24","3","2","1","/en/players/c54816a4/Ryan-Hedges","Blackburn Rovers","0","7","20","23","3","48","50.0","1","50.0","220","99","2","0","3","1","23","3","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Dion De Neve","14","be BEL","WB","23-173","13","0","0","0","0","0","0","0","0","4","1","0","0","0.0","0.0","0.0","0","0","0","1","0.0","0","2","0","0","0","/en/players/7d89f763/Dion-De-Neve","Blackburn Rovers","1","3","1","1","0","4","","0","","35","0","1","0","1","0","1","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Alebiosu","2","ng NGA","WB","23-350","90","0","0","0","0","1","0","0","0","31","2","1","0","0.1","0.1","0.2","2","0","15","25","60.0","2","20","3","0","0","/en/players/ce048fb8/Ryan-Alebiosu","Blackburn Rovers","3","6","11","14","2","31","","0","","173","96","2","0","0","0","15","7","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"George Pratt","43","eng ENG","CB","22-076","90","0","1","0","0","1","0","0","0","58","1","1","1","0.0","0.0","0.6","1","1","27","42","64.3","2","29","0","0","0","/en/players/34eb88fe/George-Pratt","Blackburn Rovers","5","25","30","3","1","58","","0","","124","43","0","0","0","1","30","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Sean McLoughlin","15","ie IRL","CB","29-019","90","0","0","0","0","2","1","0","0","62","1","0","0","0.0","0.0","0.0","2","0","37","49","75.5","3","36","0","0","0","/en/players/315eb8f6/Sean-McLoughlin","Blackburn Rovers","5","25","35","4","4","62","","0","","263","140","0","0","1","0","37","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Lewis Miller","12","au AUS","CB","25-100","90","0","0","0","0","0","0","0","0","54","0","1","3","0.0","0.0","0.0","2","0","34","42","81.0","2","28","0","0","0","/en/players/3b7f84f4/Lewis-Miller","Blackburn Rovers","7","24","22","8","1","54","","0","","116","29","0","0","3","0","23","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Aynsley Pears","1","eng ENG","GK","27-223","90","0","0","0","0","0","0","0","0","33","0","0","0","0.0","0.0","0.0","2","0","16","31","51.6","0","24","0","0","0","/en/players/dfa084b2/Aynsley-Pears","Blackburn Rovers","21","33","0","0","0","33","","0","","116","69","0","0","0","0","17","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ivan Azón","31","es ESP","FW","22-343","45","0","0","0","0","3","0","0","0","11","0","0","1","0.2","0.2","0.0","1","0","2","4","50.0","0","5","0","1","0","/en/players/9b2779f5/Ivan-Azon","Ipswich Town","2","2","3","6","5","11","0.0","1","100.0","31","12","1","0","1","0","7","1","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jens Cajuste","12","se SWE","DM","26-114","45","0","0","0","0","1","0","0","0","35","1","0","1","0.0","0.0","0.0","2","0","24","28","85.7","3","23","0","3","1","/en/players/928a4a61/Jens-Cajuste","Ipswich Town","0","2","18","15","1","35","33.3","2","66.7","103","42","1","0","2","0","24","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jack Clarke","47","eng ENG","LW,RW","25-009","90","0","1","0","0","1","0","0","0","34","1","0","1","0.1","0.1","0.2","2","1","17","22","77.3","1","30","4","3","1","/en/players/e16932d8/Jack-Clarke","Ipswich Town","1","5","16","15","2","34","33.3","1","33.3","258","108","3","1","6","1","27","6","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Kasey McAteer","20","ie IRL","RW","24-010","67","0","0","0","0","0","0","0","0","34","2","0","1","0.0","0.0","0.0","1","0","14","22","63.6","1","19","2","2","0","/en/players/b2c66859/Kasey-McAteer","Ipswich Town","2","6","13","15","5","34","0.0","2","100.0","119","50","1","1","2","1","20","4","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jaden Philogene Bidace","11","eng ENG","LW","23-297","23","0","0","0","0","0","0","0","0","13","0","0","0","0.0","0.0","0.0","2","1","9","11","81.8","0","13","0","0","0","/en/players/19f4d211/Jaden-Philogene-Bidace","Ipswich Town","0","0","6","7","1","13","","0","","73","7","0","0","2","0","12","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Chuba Akpom","29","eng ENG","AM","30-054","67","0","0","0","0","0","0","0","0","19","1","0","0","0.0","0.0","0.0","1","0","11","15","73.3","0","13","0","2","0","/en/players/e2b384d2/Chuba-Akpom","Ipswich Town","0","3","9","7","0","19","0.0","1","50.0","71","17","1","0","1","1","11","1","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"George Hirst","9","sct SCO","FW","26-290","23","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.0","0","0","2","4","50.0","0","5","0","0","0","/en/players/78e87179/George-Hirst","Ipswich Town","0","0","2","4","0","6","","0","","50","0","1","0","1","1","6","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jack Taylor","14","ie IRL","DM","27-162","45","0","0","0","0","0","0","0","0","25","1","0","1","0.0","0.0","0.0","1","0","17","20","85.0","1","18","0","2","1","/en/players/48eed8d5/Jack-Taylor","Ipswich Town","2","9","15","1","0","25","50.0","1","50.0","73","19","0","0","1","0","18","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Marcelino Núñez","32","cl CHI","AM,FW","25-276","45","0","0","0","0","2","0","0","0","25","0","0","0","0.1","0.1","0.0","0","0","18","22","81.8","3","19","1","0","0","/en/players/b6d1cf5c/Marcelino-Nunez","Ipswich Town","0","1","15","9","1","25","","0","","93","22","0","0","1","0","19","5","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Azor Matusiwa","5","nl NED","DM","27-218","79","0","0","0","0","0","0","1","0","42","2","0","1","0.0","0.0","0.0","1","0","25","30","83.3","4","24","1","0","0","/en/players/a17a94d6/Azor-Matusiwa","Ipswich Town","5","16","17","10","0","42","","0","","86","47","1","0","1","0","22","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Sindre Egeli","8","no NOR","DM","19-164","11","1","0","0","0","1","1","0","0","10","0","0","0","0.1","0.1","0.0","1","0","3","7","42.9","0","9","3","1","0","/en/players/25172468/Sindre-Egeli","Ipswich Town","0","0","1","9","1","10","0.0","1","100.0","79","48","0","0","1","0","10","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Leif Davis","3","eng ENG","LB","25-324","90","0","0","0","0","1","0","1","0","61","0","0","0","0.0","0.0","0.0","2","0","39","50","78.0","8","36","3","0","0","/en/players/8574c61f/Leif-Davis","Ipswich Town","7","23","23","16","2","61","","0","","201","110","1","0","2","0","31","3","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Cédric Kipré","4","ci CIV","CB","28-358","90","0","0","0","0","2","1","1","0","56","1","1","2","0.1","0.1","0.0","1","0","35","42","83.3","3","35","2","0","0","/en/players/9f30e7ed/Cedric-Kipre","Ipswich Town","7","23","28","6","2","56","","0","","178","92","2","1","0","0","32","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Dara O'Shea","26","ie IRL","CB","26-273","90","0","0","0","0","0","0","0","0","61","1","2","0","0.0","0.0","0.0","0","0","37","51","72.5","2","38","0","0","0","/en/players/1d042188/Dara-OShea","Ipswich Town","2","30","31","3","1","61","","0","","222","74","0","0","1","0","35","1","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ashley Young","15","eng ENG","RB","40-146","90","0","0","0","0","0","0","0","0","87","3","0","1","0.0","0.0","0.1","4","0","60","74","81.1","5","49","1","1","0","/en/players/be927d03/Ashley-Young","Ipswich Town","6","28","40","21","0","87","0.0","1","100.0","291","155","3","0","0","0","44","2","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Christian Walton","28","eng ENG","GK","30-023","90","0","0","0","0","0","0","0","0","37","0","0","0","0.0","0.0","0.0","1","0","23","35","65.7","0","23","0","0","0","/en/players/c666574f/Christian-Walton","Ipswich Town","27","37","1","0","0","37","","0","","89","45","0","0","0","0","14","0","Championship","2025-2026","Tuesday December 2, 2025, 19:45 (venue time)","Blackburn Rovers","Ipswich Town","https://fbref.com/en/matches/b53540cc/Blackburn-Rovers-Ipswich-Town-December-2-2025-Championship","6","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Enis Destan","39","tr TUR","FW","23-173","64","0","0","0","0","0","0","0","0","30","2","0","1","0.0","0.0","0.0","1","0","10","20","50.0","3","13","0","3","2","/en/players/4fe1f01d/Enis-Destan","Hull City","0","1","21","9","0","30","66.7","1","33.3","66","12","0","0","4","3","23","4","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Liam Millar","7","ca CAN","FW","26-069","26","0","0","0","0","0","0","0","0","13","0","0","0","0.0","0.0","0.0","0","0","7","11","63.6","1","10","1","0","0","/en/players/983515f8/Liam-Millar","Hull City","0","1","9","3","0","13","","0","","76","39","0","0","2","0","11","3","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Joseph","22","sct SCO","LW","24-086","45","0","0","0","0","0","0","0","0","15","0","0","2","0.0","0.0","0.0","0","0","3","7","42.9","1","7","0","3","1","/en/players/e9d29bb8/Kyle-Joseph","Hull City","0","0","10","5","2","15","33.3","0","0.0","30","12","0","0","4","1","7","2","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Bachir Belloumi","10","dz ALG","RM,LW","23-187","45","0","0","0","0","1","0","0","0","27","3","2","0","0.0","0.0","0.0","1","0","10","17","58.8","1","18","2","6","2","/en/players/b6cafcad/Bachir-Belloumi","Hull City","0","5","7","17","3","27","33.3","4","66.7","119","56","2","1","1","3","13","8","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Joe Gelhardt","21","eng ENG","RW,LM","23-215","73","1","0","1","1","1","0","0","0","31","2","1","1","0.9","0.1","0.0","2","1","12","20","60.0","2","12","0","3","0","/en/players/01962d0d/Joe-Gelhardt","Hull City","0","2","11","18","5","30","0.0","2","66.7","47","16","0","0","1","0","18","5","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Darko Gyabi","24","eng ENG","LM","21-290","17","0","0","0","0","0","0","0","0","11","1","0","0","0.0","0.0","0.0","0","0","7","7","100.0","1","7","0","1","0","/en/players/56d838f7/Darko-Gyabi","Hull City","0","3","7","1","0","11","0.0","1","100.0","36","10","0","0","1","0","7","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Matt Crooks","25","eng ENG","AM,CM","31-319","90","0","0","0","0","0","0","0","0","52","3","0","1","0.0","0.0","0.0","2","0","39","44","88.6","9","32","2","3","2","/en/players/43f5d4e6/Matt-Crooks","Hull City","0","9","34","9","0","52","66.7","1","33.3","201","86","2","0","2","2","37","2","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Regan Slater","27","eng ENG","DM,CM","26-085","74","0","0","0","0","0","0","1","0","44","1","1","1","0.0","0.0","0.0","0","0","34","38","89.5","3","21","0","1","0","/en/players/ba4d4908/Regan-Slater","Hull City","1","8","29","7","0","44","0.0","1","100.0","115","6","3","1","1","0","27","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Babajide Akintola","11","ng NGA","CM","29-326","16","0","0","0","0","0","0","0","0","5","1","0","0","0.0","0.0","0.0","0","0","1","3","33.3","0","4","0","0","0","/en/players/5529e983/Babajide-Akintola","Hull City","0","2","1","2","0","5","","0","","18","5","0","0","1","0","4","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Amir Hadžiahmetović","20","ba BIH","DM","28-272","45","0","0","0","0","0","0","0","0","20","3","0","0","0.0","0.0","0.0","0","0","10","16","62.5","0","12","0","0","0","/en/players/e8213ed3/Amir-Hadziahmetovic","Hull City","0","9","12","1","0","20","","0","","92","19","0","0","0","0","10","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Charlie Hughes","4","eng ENG","CB,DM","22-050","45","0","0","0","0","1","0","0","0","31","0","0","2","0.0","0.0","0.1","1","0","19","22","86.4","1","16","0","0","0","/en/players/29c29cef/Charlie-Hughes","Hull City","6","22","5","4","3","31","","0","","81","26","0","0","0","1","15","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Giles","3","eng ENG","LB","25-313","90","0","0","0","0","0","0","0","0","48","2","0","0","0.0","0.0","0.0","2","0","32","41","78.0","1","19","1","0","0","/en/players/73b1d65b/Ryan-Giles","Hull City","1","15","15","18","0","48","","0","","150","66","1","0","2","1","26","3","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"John Egan","15","ie IRL","CB","33-046","90","0","0","0","0","1","1","0","0","60","3","3","1","0.1","0.1","0.0","0","0","32","42","76.2","1","20","0","1","1","/en/players/debe38a0/John-Egan","Hull City","4","36","23","2","1","60","100.0","0","0.0","119","22","0","0","0","0","24","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Semi Ajayi","6","ng NGA","CB","32-026","90","0","0","0","0","0","0","0","0","60","2","2","1","0.0","0.0","0.0","0","0","42","53","79.2","2","35","0","0","0","/en/players/d6192210/Semi-Ajayi","Hull City","4","41","18","1","0","60","","0","","145","74","1","0","1","1","47","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Lewie Coyle","2","eng ENG","RB","30-051","90","0","0","0","0","0","0","0","0","75","4","1","1","0.0","0.0","0.0","0","0","52","63","82.5","8","26","1","1","1","/en/players/97aba136/Lewie-Coyle","Hull City","4","22","34","20","1","75","100.0","0","0.0","129","57","1","0","3","0","33","7","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
